communityname,state,population,householdsize,pctUrban,medIncome,pctWSocSec,pctWRetire,whitePerCap,blackPerCap,AsianPerCap,HispPerCap,PctPopUnderPov,PctNotHSGrad,PctUnemployed,TotalPctDiv,PersPerFam,PctWorkMom,NumImmig,PctImmigRecent,PctNotSpeakEnglWell,RentMedian,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,LandArea,PopDens,PctUsePubTrans,murders,robberies,assaults,burglaries,larcenies,autoTheft,arsons
TraverseCitycity,MI,15116,2.45,0,27373,30.7,16.77,14782,7210,5843,7740,8.7,15.93,4.19,12.44,2.95,74.61,325,2.77,0.27,389,71,0,2.15,78.94,8.2,1838.9,0.83,0,2,32,98,653,13,2
Rockwallcity,TX,10486,2.69,100,44130,18.19,13.46,21389,5695,1550,9370,7.64,13.65,4.58,9.47,3.06,64,299,1.34,0.98,441,0,0,2.85,56.52,15.2,690.4,0.56,0,10,41,87,321,27,7
LowerAllentownship,PA,15254,2.6,93.23,37461,34.75,26.81,19413,2510,8437,9649,3.65,16.98,2.17,10.35,2.82,72.48,333,18.02,0.61,434,0,0,2.18,78.89,10.7,1431.1,1.1,0,4,9,34,363,7,0
Willingborotownship,NJ,36291,3.29,100,47121,21.51,25.01,17385,14957,10673,12254,4.47,15.27,5.61,9.98,3.5,81.17,2419,4.63,1.27,699,0,0,6.67,34.71,8,4547.1,4.94,1,34,64,273,810,184,18
RidgefieldParkvillage,NJ,12454,2.51,100,42464,26.99,13.84,19778,12014,16232,23310,5.1,21.54,4.59,8.07,3.14,66.99,1784,11.77,2.61,641,0,0,14.32,56.21,1.8,6943.6,12.87,0,2,7,21,127,32,1
Emmetttownship,MI,10764,2.62,67.6,30200,29.35,18.77,13608,7416,8815,8926,11.94,24.27,8.18,13,3.01,70.66,240,27.08,0.28,314,0,0,2.23,76.66,33.4,322.2,0,1,16,53,149,403,35,16
Hinghamtown,MA,19821,2.87,95.18,60274,25.74,17.1,25749,28082,26938,15831,2.64,5.83,5.9,6.27,3.26,63.48,906,3.75,0.27,662,27,0,4.57,72.6,23.3,851.4,9.33,0,4,1,127,328,37,0
Butlertownship,PA,17625,2.58,0,31503,35.89,26.6,14603,15156,37688,6290,7.56,20.07,5.17,7.62,3,62.39,313,0,0.37,308,0,0,1.78,89,22.4,788.6,0.26,0,1,10,35,428,34,0
Lindencity,NJ,36701,2.55,100,35911,35.94,20.49,17418,13048,14454,13246,5.63,31.78,6.69,9.33,3.09,68.58,5861,9.49,4.38,528,0,0,15.97,62.65,11.2,3278.7,5.81,1,90,96,359,982,361,16
Kalamazoocity,MI,80277,2.73,100,23207,23.76,13.75,13501,6459,9944,6303,26.23,20.41,9.17,12.06,3.03,66.93,3793,27.87,0.84,357,192,0,4.72,68.59,25.5,3153.6,2.49,8,248,3332,1308,4082,439,85
Westfieldtown,NJ,28870,2.81,100,66760,24.11,15.18,31807,17543,22637,19636,1.79,8.81,2.99,5.66,3.15,65.51,2667,16.99,1.29,753,0,0,9.24,51.49,7,4138.5,11.58,0,9,15,97,445,97,1
GrandTerracecity,CA,10946,2.84,100,45127,17.94,16.48,19186,21432,17729,15082,3.64,12.4,4.24,11.52,3.2,67.79,1054,8.73,0.74,609,0,0,9.63,54.09,3.6,3047.3,0.66,0,19,13,211,306,140,0
Carsoncity,CA,83995,3.53,100,43882,20.71,17.22,14907,15735,12458,9766,6.95,28.65,7.17,10.68,3.86,71.65,22681,11.12,7.02,648,0,0,27,43.94,19.5,4303,2.42,10,340,769,940,1638,1131,44
Berkeleytownship,NJ,37319,2.12,88.74,23028,72.15,45.51,13893,11843,21719,10887,4.57,38.7,7.32,4.41,2.5,74.69,2936,0.37,1.6,568,0,0,7.87,59.34,44.4,839.6,1.92,0,5,33,173,565,30,7
Hilliardcity,OH,11796,2.81,100,36415,17.91,12.91,16052,33368,11814,11769,4.18,18.87,4.05,9.8,3.12,68.27,169,19.53,0.2,444,0,0,1.43,71.07,8.9,1320.6,0.51,0,4,14,126,480,33,12
Greenfieldtown,MA,18666,2.43,0,26680,33.12,17.95,13826,6434,7805,24412,11.93,19.67,5.91,13.48,2.97,69.46,415,13.49,0.48,386,21,1,2.22,71.11,22.5,829.1,0.74,0,15,286,205,517,55,0
Lomitacity,CA,19382,2.46,100,36222,21.53,14.17,18281,6502,14195,10866,10.68,20.68,4.7,15.92,3.04,61.68,3167,16.55,5.16,645,0,67,16.34,48.86,2,9868.6,2,0,43,222,209,298,124,6
RedondoBeachcity,CA,60167,2.25,100,51913,12.87,10.17,26766,29539,25667,15718,5.59,9.58,3.38,15.62,2.82,69.11,7472,17.1,2.7,828,0,29,12.42,43.47,6.5,9250.8,1.41,4,145,221,849,2162,625,3
Mariettacity,OH,15026,2.53,0,20950,32.44,19.38,11759,5322,0,4042,17.68,24.71,6.82,12.36,2.92,68.63,93,0,0.35,230,8,0,0.62,68.16,8,1885,0.95,1,8,15,84,641,24,0
LaPuentecity,CA,36955,4.1,100,33273,20.83,11.83,9243,11647,9633,7920,14.02,49.37,9.23,10.37,4.27,57.14,13735,18.95,17.59,547,0,1,37.17,47.92,3.6,10219.9,5.22,8,171,456,287,507,396,6
WalnutCreekcity,CA,60569,2.14,100,45529,33.09,23.06,26957,17597,21247,18221,3.81,5.64,3.27,11.39,2.75,70.01,7885,15.47,1.75,675,0,7,13.02,42.9,20,3028.4,12.57,1,42,130,544,1906,178,23
UpperDarbytownship,PA,81177,2.48,100,32356,32.28,19.91,15771,16630,8922,14322,6.99,19.96,4.78,8.53,3.17,66.4,7470,15.78,2.47,449,0,18,9.2,80.2,8.1,9963.3,15.22,2,93,127,298,1907,358,1
Hollistercity,CA,19212,3.26,0,32857,21.92,13.51,13258,9731,13574,8217,11.71,36.73,10.99,10.16,3.63,69.53,3978,8.52,12.14,504,69,12,20.71,60.81,5.9,3283,0.28,0,21,181,240,696,90,26
SaddleBrooktownship,NJ,13296,2.72,100,46082,30.69,19.05,18925,19009,27917,16213,3.77,22.79,5.56,6.68,3.12,63.53,1360,8.38,1.02,687,0,0,10.23,64.79,2.8,4712.2,4.4,0,7,3,45,350,74,1
Quincycity,MA,84985,2.38,100,35858,30.09,19.09,17979,12497,11140,10966,6.82,17.25,6.92,8.95,3.07,66.62,9525,17.52,3.01,599,61,4,11.21,75.95,17.4,4887.1,18.15,2,64,222,653,1443,617,21
YubaCitycity,CA,27437,2.59,100,23491,23.98,17.12,13262,8691,7632,6029,18.56,25.73,11,16.73,3.12,62.46,3559,18.04,6.26,327,22,41,12.97,53.7,7.2,3832,0.25,2,44,141,479,1774,203,9
Denvilletownship,NJ,13812,2.83,76.32,59724,25.14,18.09,25154,14445,21978,17507,2.06,11.87,2.73,7.02,3.17,66.95,1200,6.5,0.7,747,0,0,8.69,62.98,12.5,1101.5,3.73,0,2,20,16,195,15,0
Perriscity,CA,21460,3.19,0,28611,23.29,14.71,10285,8306,11646,6793,15.73,35.87,9.73,10.96,3.52,53.91,3969,13.93,9.26,388,0,0,18.49,50.2,30.8,697.7,0.51,5,129,270,699,779,498,58
Lakewoodcity,OH,59718,2.21,100,28791,25.06,14.95,16343,13531,13963,12498,8.5,15.86,4.87,13.07,3.1,70.08,4122,9.73,1.22,352,0,1,6.9,71.55,5.7,10393,10.17,0,44,11,132,1063,154,6
Zanesvillecity,OH,26778,2.48,0,17658,36.76,19.11,9763,7457,9219,8483,25.86,37.81,13.05,15.49,3.07,64.19,213,12.21,0.38,224,7,0,0.8,88.78,10.8,2482.6,1.28,3,40,156,228,977,108,48
Muhlenbergtownship,PA,12636,2.51,90.76,32979,40.26,27.59,15481,1580,7547,6159,5.71,28.14,3.05,7.66,2.84,71.38,339,4.72,0.77,391,3,0,2.68,88.22,12.1,1047.1,0.75,1,8,10,61,388,52,1
RiverEdgeborough,NJ,10603,2.6,100,52126,34.72,21.48,23557,25597,17879,26020,2.38,13.63,2.93,5.81,3.07,66.87,1784,14.13,2.72,716,0,0,16.83,41.33,2,5428.5,16.12,0,3,5,29,126,18,0
MorenoValleycity,CA,118779,3.4,99.84,42186,12.35,13.92,14447,12648,11439,10229,8.36,18.18,7.31,10.17,3.64,63.74,14649,13.88,3.84,602,6,2,12.33,53.09,50.9,2333.6,0.91,12,523,1089,2220,4457,1426,50
Ramseyborough,NJ,13228,2.84,100,65590,20.77,13.94,27646,33862,19284,17581,2.46,6.7,3.75,6.65,3.19,58.76,1285,11.36,1.17,900,11,0,9.71,44.74,5.7,2304.4,8.34,1,3,22,47,317,44,0
CopperasCovecity,TX,24079,2.98,100,24596,9.59,21.81,10030,8086,6591,7032,11.97,12.34,7.81,8.89,3.28,64.7,1768,16.97,1.28,331,6,0,7.34,25.05,9.7,2479.3,0.16,0,13,78,407,1055,47,12
Ketteringcity,OH,60569,2.32,100,34506,29.14,22.5,19042,16387,18226,21477,4.17,13.22,3.09,10.69,2.87,70.13,1833,14.57,0.44,381,0,0,3.03,66.96,19.3,3134.5,1.84,0,44,22,405,1906,173,19
Dumontborough,NJ,17187,2.78,100,48776,30.81,19.15,19630,12992,16677,17606,3.26,18.96,4.09,5.91,3.26,66.12,2513,13.37,2.57,630,0,1,14.62,46.01,2.1,8359.4,10.52,0,2,8,64,220,11,0
Novicity,MI,32998,2.6,100,47518,16.22,13.19,20711,39671,20252,13418,3.26,10.47,3.9,10.26,3.1,64.33,2058,22.55,1.31,602,0,0,6.24,71.72,31.5,1046,0.24,1,8,85,192,1487,129,4
Xeniacity,OH,24664,2.73,0,25508,24.43,18.56,11387,7861,18956,4412,15.49,25.37,7.43,13,3.17,65.11,263,9.13,0.15,306,13,0,1.07,76.57,9.3,2657.8,0.32,3,19,79,162,1132,26,1
Troycity,OH,19478,2.55,0,29032,28.76,18.56,12986,8650,17089,15636,9.83,23.52,4.52,11.97,3.06,70.5,261,37.93,0.44,303,0,0,1.34,78.51,8.9,2189.3,0.55,1,11,5,109,600,24,12
Melrosecity,MA,28150,2.57,100,44109,30.65,19.44,20272,16672,14660,17131,4.23,12.3,4.8,7.27,3.15,68.83,1563,9.79,0.73,588,0,0,5.55,80.22,4.9,5784.6,15.95,0,9,9,100,291,56,0
Paradisetown,CA,25408,2.3,0,22954,49.82,30.05,12967,1805,9155,7466,11.13,22.55,7.48,12.03,2.74,62.57,1032,6.01,0.6,370,0,0,4.06,54.39,19.3,1315.7,0.57,0,3,64,245,472,38,6
Nilescity,MI,12456,2.41,100,23700,32.57,17.29,12437,7079,25254,5276,13.67,26.15,5.19,15.04,3.02,71.1,207,18.36,0.26,269,0,0,1.66,54.2,5.3,2336.1,0.64,0,19,75,166,641,45,5
AgouraHillscity,CA,20390,3.08,100,70919,10.53,6.73,28082,18932,24560,17461,3.53,7.13,3.61,9.34,3.37,65.2,2864,8.59,1.67,935,0,0,14.05,47,8.5,2410.2,0.62,0,10,82,145,278,93,2
Greenvillecity,TX,23071,2.64,0,25075,30.35,14.1,14010,6335,16698,8364,16.85,30.81,6.29,12.29,3.15,70.8,699,20.6,1.32,318,3,0,3.03,74.68,24.6,936.9,0.29,2,62,241,506,1267,106,22
Burlingamecity,CA,26801,2.17,100,42487,26.57,16.3,25709,20260,21281,15363,4.69,11.75,2.8,12.86,2.85,72.87,5187,17.7,3.48,682,0,2,19.35,50.6,4.5,5955.8,7.7,1,23,48,139,880,173,9
Haddontownship,NJ,14837,2.38,100,36215,39.57,22.77,18462,12468,15794,17337,3.75,17.21,2.28,9.14,3,69.42,502,12.35,0.64,476,0,0,3.38,58,2.8,5324,11.79,1,25,22,142,482,61,8
Burkburnettcity,TX,10145,2.69,0,25943,25.05,21.07,11887,5497,256,6992,13.93,23.66,8.04,10.29,3.07,72.81,182,0,0,242,0,0,1.79,55.67,9.9,1028.9,0,0,1,14,36,235,8,13
Harrisburgcity,PA,52376,2.43,100,20329,26.84,17.42,14559,8724,8139,5424,27.02,32.78,10.31,17.1,3.22,68.51,1530,20,2.27,296,191,5,2.92,72.28,8.4,6234.9,12.67,13,539,525,1043,2382,407,22
Lancastercity,TX,22117,2.87,100,31489,19.91,11.09,14015,10230,6050,9217,10.06,24.21,5.42,13.34,3.23,83.38,437,6.18,1.08,415,10,2,1.98,73.27,30.2,732.4,0.52,2,29,73,334,747,138,29
Lodiborough,NJ,22355,2.49,100,33311,31.16,15.38,15626,18154,15364,10221,6.12,33.67,7.04,10.17,3.08,61.12,4457,11.04,4.69,604,0,0,19.94,59.85,2.3,9533.9,6.03,0,8,38,149,578,161,1
Detroitcity,MI,1027974,2.75,100,18742,28.84,17.52,11947,8809,8241,7518,32.41,37.85,19.67,17.88,3.38,57.3,34490,14.49,1.16,265,1141,170,3.36,65.72,143.7,7153,10.57,579,13591,12999,23092,42818,28061,1219
Visaliacity,CA,75636,2.9,100,29463,24.16,13.18,15012,7809,6866,6582,17.62,24.77,6.83,12.33,3.31,60.31,8507,19.78,6.36,384,68,8,11.25,60.18,24.3,3107.5,0.8,3,167,470,1126,4179,616,13
Oxfordtown,MA,12588,2.8,67.12,36682,25.74,13.85,14241,26816,25276,11740,4.51,25.45,6.67,9.33,3.24,74.18,392,11.73,0.66,448,0,0,3.11,84.14,27.6,456.3,0.55,0,3,55,77,138,34,3
Andrewscity,TX,10678,2.98,0,26136,25.15,14.51,11713,10836,7611,5648,16.11,38.5,7.12,9.23,3.4,56.66,1340,7.46,6.8,246,6,0,12.55,66.35,4.9,2163.3,0,0,1,18,71,246,11,0
Seguincity,TX,18853,2.97,0,19970,30.68,15.84,10448,6107,8637,5986,27.8,44.73,8.74,11.83,3.35,67.43,849,1.88,5.93,252,0,25,4.5,82.88,12.3,1534.3,0,2,25,114,398,753,31,2
Hawthornecity,CA,71349,2.63,100,30967,13.91,9.61,16167,13983,13563,9140,13.92,26.11,6.89,15.38,3.27,67.19,20927,17.83,10.48,593,0,1,29.33,40.76,6.1,11605.2,5.13,12,895,960,1126,2477,1524,81
Pennsvilletownship,NJ,13794,2.6,95.71,38025,29.37,22.84,15780,13477,22316,8298,6.1,23.91,3.62,9.67,3.07,69.04,259,0,0.73,452,0,0,1.89,60.03,23.9,576.4,1.1,1,4,7,29,249,13,2
Melvindalecity,MI,11216,2.4,100,26179,32.4,22.55,12732,17757,17728,7852,12.12,37.57,8,15.25,3.02,62.45,686,14.43,1.95,342,0,0,6.12,70.82,2.9,3905.3,1.63,0,25,41,150,453,113,5
SanJacintocity,CA,16210,2.69,100,20810,44.7,21.93,10335,6375,11639,5998,15.96,39.28,8.24,12.61,3.2,51.69,2377,15.9,6.72,385,0,0,14.66,45.98,11,1477.4,0.48,1,20,101,350,264,99,0
Sacramentocity,CA,369365,2.56,100,28183,23.83,16.66,16688,10036,10939,9425,17.21,23.06,7.6,15.82,3.19,62.6,50569,16.38,6.07,429,1287,265,13.69,54.89,99.8,3702.5,4.1,85,2310,2288,8080,18670,7885,164
Scrantoncity,PA,81805,2.51,100,21060,41.89,20.07,11214,5116,10775,4875,15.22,29.59,6.55,9.61,3.08,63.29,2090,10.77,0.57,252,38,1,2.55,85.83,26.1,3131.4,3.02,2,86,117,487,1870,241,25
Centertownship,PA,10742,2.77,95.75,34978,28.28,27.37,14052,11027,0,15626,4.07,18.18,4.72,7.18,3.11,68.09,281,6.76,0.23,339,0,0,2.62,85.31,16,673.2,0.33,0,2,6,18,22,6,0
CityofOrangetownship,NJ,29925,2.58,100,27301,27.98,14.13,15222,12132,14185,10247,17.8,34.43,9.74,14.8,3.34,72.01,6223,17.98,5.75,500,38,6,20.8,51.89,2.3,13083.7,19.92,3,398,359,890,1037,896,24
SouthGatecity,CA,86284,3.85,100,27279,20.97,11.36,10016,9575,10310,7203,17.44,59.05,10.81,9.33,4.19,54.61,42540,15.76,25.71,508,21,0,49.3,38.6,7.6,11329.3,8.02,11,589,387,1068,1264,1576,28
FortWorthcity,TX,447619,2.66,99.9,26547,23.25,13.58,16405,7583,11064,6956,17.42,28.38,7.43,15.02,3.22,67.32,40300,14.26,4.82,337,884,347,9,64.49,291.2,1537.2,1.65,133,2750,3589,10505,26310,6007,419
Oceantownship,NJ,25058,2.71,100,46885,20.77,15.48,22693,16270,17237,13573,3.2,13.96,4.61,8.6,3.17,66.78,2686,19.51,1.88,557,15,0,10.72,58.3,11.4,2190.2,3.56,0,27,32,246,882,49,8
Harvardtown,MA,12329,4.14,0,47299,7.68,6.89,19483,10866,10878,7817,3.88,2.93,1.66,5.49,3.41,63.89,558,16.13,0.23,577,0,0,4.53,23.5,27.3,451.5,13.49,0,0,1,4,10,1,0
NewportBeachcity,CA,66643,2.16,100,60374,21.36,12.76,45930,29148,41323,31044,5.67,4.69,3.01,14.45,2.67,56.16,6045,11.46,0.99,961,45,0,9.07,46.45,14.5,4589.7,0.95,3,42,205,1060,2005,350,40
Martinezcity,CA,31808,2.54,100,45964,17.04,14.69,20833,9132,16535,14738,5.95,11.68,4.07,15.45,2.96,71.99,2956,14.99,1.51,603,55,21,9.23,58.49,11.6,2740.2,6.08,0,33,62,421,775,138,3
Montclairtownship,NJ,37729,2.6,100,52442,27.42,15.01,35800,15315,29142,16000,6.03,13.03,5.41,10.52,3.11,74.62,4179,14.17,0.77,670,20,3,11.08,46.31,6.5,5776.7,19.72,0,70,118,588,1371,432,5
Hollandcity,MI,25086,2.99,100,30469,26.19,14.16,13725,6763,7611,7011,12.82,26.19,5.32,8.06,3.24,75.6,1958,19.87,3.77,403,50,0,7.81,68.86,8.8,2853.3,0.66,1,7,122,193,1424,54,8
UpperArlingtoncity,OH,34128,2.45,100,53140,30.64,22.18,30596,14660,25873,30883,1.38,4.29,1.87,7.3,2.93,65.91,1650,14.67,0.61,495,0,0,4.83,64.31,10,3421.8,1.7,0,22,18,132,779,16,8
Glendoracity,CA,47828,2.93,100,46116,20.63,14.14,19088,15411,15583,13904,4.96,16.32,4.3,10.68,3.27,67.03,5987,11.44,2.4,657,0,0,12.52,54.26,20.2,2371.5,1.39,0,46,95,474,1076,191,7
Sumptertownship,MI,10891,2.95,0.78,34929,19.75,15.87,13350,12070,13543,14977,7.64,31.06,9.78,12.2,3.31,65.07,145,0,0.08,331,0,0,1.33,73.68,38.9,279.8,0,0,2,18,88,187,61,4
Bellinghamtown,MA,14877,2.95,52.5,45397,19.82,13.43,15926,16353,12729,10365,3.42,19,6.41,8.13,3.25,74.61,579,11.05,0.9,487,0,0,3.89,62.19,19.2,776.3,2.13,0,3,24,53,129,20,22
MountOlivetownship,NJ,21282,2.67,85.27,45828,13.15,9.28,19823,17092,16246,14486,2.77,11.38,3.64,9.67,3.21,69.17,1871,15.39,1.69,608,0,0,8.79,60.29,31.5,674.7,1.23,0,7,26,87,218,32,7
Hanoverborough,PA,14399,2.28,0,24947,35.71,15.07,13929,1651,6692,7781,8.35,34.12,3.35,11.06,2.82,70.92,148,11.49,0.2,298,0,0,1.03,80.85,3.8,3807.6,0.51,2,6,12,98,529,21,10
Westlakecity,OH,27018,2.63,100,47629,25.06,16.74,23630,29377,31748,23418,2.07,10.13,3.03,7.5,3.15,62.37,1843,8.03,0.58,554,0,0,6.82,67.47,16.5,1640.4,2.97,0,7,10,96,249,60,1
Massilloncity,OH,31007,2.56,100,23819,34.49,23.02,11284,7938,13929,8068,14.44,30.64,8.98,12.23,3.03,64.05,379,2.64,0.44,241,15,0,1.22,82.2,13.7,2268.2,0.21,2,35,35,260,926,99,0
Roxburytownship,NJ,20429,3.14,88.2,57484,19.95,16.18,20718,20181,15931,21820,2.29,13.81,3.25,6.07,3.39,65.42,1529,4.84,1.23,655,0,0,7.48,64.06,22.1,923.4,1.78,0,6,13,76,310,26,3
Artesiacity,CA,15464,3.52,100,36383,22.12,13.28,15281,11803,11560,9966,9.28,43.5,6.62,9.25,3.82,63.77,5873,13.72,15.02,639,0,0,37.98,40.87,1.7,9248.8,1.17,3,90,161,261,333,158,9
Urbanacity,OH,11353,2.52,0,26684,30.76,19.18,12641,8765,17426,15943,11.61,26.21,7.28,12.37,3.02,73.35,98,44.9,0.39,258,6,0,0.86,81.7,6.4,1775,1.03,0,6,19,54,430,21,2
Highlandcity,CA,34439,3.04,100,31561,18.29,17.72,13684,9092,10513,8974,15.79,25.62,8.66,14.59,3.39,58.35,3986,12.72,4.42,444,0,0,11.57,50.41,14.1,2450.1,1,4,138,191,699,951,371,12
Southgatecity,MI,30771,2.54,100,36526,31.6,21.39,15455,20241,14832,13480,4.62,26.23,6.09,10.35,3.09,67.07,1709,5.5,1.13,447,0,0,5.55,75.09,7.1,4331.5,0.96,0,34,75,133,1129,239,14
Moorestowntownship,NJ,16116,2.76,88.97,54834,28.18,18.22,30489,19631,69212,44415,2.91,12.1,3.03,7.51,3.11,63.18,700,2.29,0.7,564,0,0,4.34,43.16,15.3,1053.1,2.89,0,8,18,142,286,36,4
Rialtocity,CA,72388,3.31,100,36233,20.68,15.13,13152,11687,9408,9020,12.12,26.81,8.12,12.01,3.67,60.06,9378,17.33,5.15,510,10,1,12.96,55.18,22,3288.6,0.82,10,356,767,2012,1088,878,36
Irvingtontownship,NJ,61018,2.75,100,30529,22.77,10.7,14631,12601,17166,9385,12.38,34.13,9.91,13.37,3.39,74.98,12026,14.31,4.65,500,6,27,19.71,51.29,3.1,19984.9,19.9,10,934,497,1560,2061,2423,33
Hobokencity,NJ,33397,2.22,100,34873,21.07,8.5,22940,9586,13274,7975,16.39,30.22,6.16,10.12,3.01,56.09,5610,14.14,8.8,511,77,0,16.8,38.93,1.3,25331.5,52.59,2,81,172,444,1311,673,1
Harlingencity,TX,48735,3.17,100,20858,29.2,13.71,10044,5639,11154,6400,29.93,40.73,9.65,9.72,3.59,64.57,6798,12.11,11.13,262,21,5,13.95,65.09,27.9,1747,0.14,6,65,355,834,3325,385,10
Clintontown,MA,13222,2.49,0,34091,28.99,13.31,15444,18162,15608,10337,7.48,21.36,5.35,11.27,3.08,73.87,682,9.53,2.65,458,0,0,5.16,74.93,5.9,2237.7,0.05,1,3,60,48,217,8,1
Sayrevilleborough,NJ,34986,2.74,100,46057,26.26,19.82,18400,17649,15742,16890,3.1,21.69,4.04,7.41,3.16,65.67,2802,7.78,1.19,580,0,0,8.01,66.34,16.7,2092.8,8.87,0,24,75,208,713,108,6
Winchestertown,MA,20267,2.78,100,65994,26.04,17.26,30896,12848,32906,10921,2.63,5.96,3.64,5.88,3.18,60.52,1572,11.96,0.61,755,0,0,7.76,68.32,6.3,3239.4,8.84,0,1,8,63,188,39,0
Bellmawrborough,NJ,12603,2.69,100,34887,31.51,20.87,14278,15698,12646,9713,4.34,32.12,5.28,9.68,3.13,67.85,437,0,1.04,404,0,0,3.47,52.84,3.1,4012.2,4.26,0,2,7,7,159,19,4
Lodicity,CA,51874,2.73,100,30739,26.93,16.86,15183,4900,12950,7993,12.6,27.68,6.45,13.64,3.11,60.96,5441,12,4.41,426,159,45,10.49,55.99,11,4722.7,0.1,2,73,526,638,2353,316,15
Stoughtontown,MA,26777,2.85,93.51,42044,27.73,15.91,17160,17533,28003,8328,4.78,17.46,5.81,8.04,3.29,71.62,2993,6.82,3.16,567,0,0,11.18,76.28,16.6,1611.4,5.98,0,19,47,177,328,175,2
Holmdeltownship,NJ,11532,3.42,68.35,83975,17.26,13.57,32767,30445,29951,32229,1.77,12.06,2.67,3.92,3.46,53.72,1415,4.38,1.86,1001,0,0,12.27,48.18,18.6,621.3,10.6,0,2,8,43,207,6,2
NorthPlainfieldborough,NJ,18820,2.56,100,41875,23.02,14.09,19755,17052,17352,11168,3.66,16.81,3.76,9.68,3.09,71.01,2708,10.27,3.75,615,9,0,14.39,59.87,2.9,6512.1,5.04,0,30,54,243,717,148,4
Yeadonborough,PA,11980,2.5,100,35951,30.11,20.4,15458,15392,13013,12188,5.47,19.78,5.26,11.7,3.07,84.99,748,11.1,0.75,444,0,0,6.24,75.72,1.7,7175.4,23.44,0,24,19,62,362,107,5
SanFranciscocity,CA,723959,2.37,100,33414,23.77,14.37,26222,11829,12665,11400,12.66,21.98,6.2,11.9,3.21,68.6,246034,17.1,12.52,613,4003,1566,33.98,34.98,48.4,14962.8,34.88,129,8454,4421,11153,34558,11056,488
Covinacity,CA,43207,2.78,100,38907,21.34,13.04,16896,14428,13406,12073,7.63,17.52,5.35,13.54,3.22,68.42,6877,14.47,4.09,601,50,0,15.92,52.93,7.2,6041.2,2.84,10,139,141,522,1274,562,22
SantaFeSpringscity,CA,15520,3.33,100,33313,31.93,18.86,12391,10292,13775,9629,10.57,40.94,8.61,12.04,3.75,61.59,3726,16.94,10.35,578,0,0,24.01,56.76,9,1728.3,2.65,3,129,197,518,1008,539,7
Farmingtoncity,MI,10132,2.17,100,41040,38.86,27.02,21767,17985,10499,21432,3.64,12.67,4.82,10.05,2.79,60.82,693,11.11,0.69,568,0,0,6.84,68.45,2.8,3665.7,0.93,0,4,9,66,337,8,3
Winslowtownship,NJ,30087,3.09,68.24,39916,20.56,12.71,14515,12384,19823,8254,7.35,24.15,5.37,9.94,3.35,72.17,731,7.93,1.06,454,114,0,2.43,52.55,59.8,503.3,6.02,1,29,119,258,488,99,11
SantaMonicacity,CA,86905,1.94,100,35997,21.85,10.37,31506,13801,26110,13293,9.35,12.51,4.81,16.26,2.8,65.1,21990,11.43,4.65,498,318,368,25.3,33.13,8.6,10143,5.41,9,716,671,1511,6181,1754,137
Eriecity,PA,108718,2.58,100,22032,33.49,19.63,11267,7488,7945,4455,19.3,27.67,8.85,12.17,3.13,64.13,2517,7.91,1.18,231,223,0,2.32,81.05,22.8,4772.8,3.82,7,426,345,999,3261,377,63
GrandRapidscity,MI,189126,2.74,100,26809,26.02,14.2,13519,7564,7152,6264,16.12,23.55,7.35,12.35,3.2,68.28,7456,15.88,1.57,346,525,13,3.94,74.5,45.9,4124.7,3.39,33,829,1793,3161,8827,1075,79
VanWertcity,OH,10891,2.48,0,25324,34.5,18.49,11854,13176,17945,7676,8.92,23.31,5.73,10.32,3,76.99,48,0,0.39,243,13,0,0.44,77.65,5.2,2102,0.2,0,0,38,108,402,32,9
NortonShorescity,MI,21755,2.62,100,33646,30.47,22.59,15441,15091,19307,8131,7.23,19.16,5.11,9.03,3.04,70.46,517,1.93,0.63,365,0,0,2.38,80.4,24.1,903.4,0.2,0,9,17,108,554,38,3
Vermilioncity,OH,11127,2.8,100,37500,24.52,20.14,14716,0,11741,13641,8.54,19.1,4.74,9.52,3.19,70.04,293,3.07,0.31,345,0,0,2.63,67.17,11.1,1004.2,0.13,0,1,4,30,248,11,0
Westervillecity,OH,29092,2.96,100,48137,17.82,15.36,17997,17886,15002,8900,2.75,8.46,2.55,8.08,3.25,71.29,463,11.45,0.2,413,12,0,1.59,68.44,8.5,3417.4,0.69,0,17,14,169,885,23,17
NorthAdamscity,MA,16797,2.54,0,22100,36.6,20.49,11062,6789,5879,10776,14.33,31.84,9.86,10.93,2.97,74.1,574,2.44,0.65,294,0,0,3.42,80.36,21.2,793.1,1.84,0,2,85,151,406,20,0
Wallingtonborough,NJ,10828,2.32,100,32332,29.62,18.68,16325,22450,18272,15177,5.18,30.42,8.03,9.45,2.95,68.54,2604,16.67,8.73,526,0,0,24.05,61.4,1,10395.5,6.53,0,3,2,52,201,51,4
GalenaParkcity,TX,10033,3.27,100,24103,26.61,18.21,10758,7718,0,5772,19.42,46.07,8.29,10.26,3.71,53.16,1919,15.89,9.62,283,0,0,19.13,60.75,5.2,1941.4,0.9,0,7,43,91,154,32,1
Leicestertown,MA,10191,2.95,52.81,40321,27.88,14.58,15915,7575,5067,10430,4.1,21.5,5.55,8.13,3.26,76.91,304,30.59,0.63,467,0,0,2.98,82.88,24.2,421,1.1,1,1,31,39,100,1,0
