gemeinde,staat,bevoelkerung,bevoelkerung_dichte,haushalt_groesse,median_einkommen,prozent_pension,prozent_armut,prozent_arbeitslos,prozent_metro,verbrechen,haeufigkeit
Azusacity,CA,41333,4433,3.27,31889,11.69,14.28,8.28,2.57,murders,4
UpperChichestertownship,PA,15004,2156.5,2.8,40216,16.83,4.15,2.91,1.47,murders,0
Englewoodcity,NJ,24850,4870.3,2.77,46758,13.31,8.42,5.32,15.52,murders,1
Daytoncity,OH,182044,3194.8,2.51,19779,19.55,26.53,10.39,7.48,murders,49
SanLeandrocity,CA,68223,5022.3,2.34,35681,25.21,4.98,5.29,9.39,murders,5
WestWhitelandtownship,PA,12403,923.7,2.7,50598,11.26,1.55,3.06,4.03,murders,0
Collingswoodborough,NJ,15289,8070.6,2.39,33026,18.83,6.09,3.63,14.45,murders,0
LosAltoscity,CA,26303,3985.3,2.67,79579,21.12,1.23,2.87,1.49,murders,0
Milpitascity,CA,50686,3556.4,3.6,55730,12.52,4.9,4.86,3.02,murders,0
Middletowntownship,NJ,68183,1600.5,3.01,54053,17.24,2.43,4.65,9.72,murders,0
SanRafaelcity,CA,48404,2816.8,2.39,41922,16.35,8.08,4.77,12.1,murders,2
ElPasocity,TX,515342,2027.3,3.21,23460,16.12,25.32,9.85,3.13,murders,47
Pembroketown,MA,14544,642.6,3.12,46932,14.26,4.11,7.29,1.79,murders,0
Northbridgetown,MA,13371,750.7,2.81,36634,16.28,5.86,7.65,0.25,murders,0
Bergenfieldborough,NJ,24458,8160.3,2.78,45713,19.12,3.34,5.04,11.71,murders,0
SpringGardentownship,PA,11207,1627.4,2.72,37044,19.63,4.73,2.8,0.63,murders,0
LomaLindacity,CA,17400,2402,2.89,33265,14.48,11.76,4.72,1.19,murders,1
Hurstcity,TX,33574,3283.8,2.63,37473,14.34,7.77,5.45,0.1,murders,2
Brawleycity,CA,18923,3675.8,3.27,22365,12.54,24.31,14.81,0.7,murders,1
Oregoncity,OH,18334,606.1,2.67,34704,21.69,7.67,6.57,0.18,murders,0
Freeportcity,TX,11389,959,3.01,21483,11.61,24.2,9.57,0.14,murders,0
Penntownship,PA,15945,507.3,2.91,33219,19.78,3.75,5.87,0.62,murders,0
LowerMorelandtownship,PA,11768,1561.2,2.83,60925,15.96,2.33,2.72,5.31,murders,0
Manheimtownship,PA,28880,1162.1,2.71,41450,19.62,2.42,2.34,1.29,murders,0
SanBernardinocity,CA,164164,2876.8,3.01,25533,15.9,22.79,10.69,1.72,murders,82
WestHollywoodcity,CA,36118,18541.1,1.6,29314,7.08,11.43,7.04,5.98,murders,5
TheColonycity,TX,22113,1825.7,3.27,42743,5.44,2.85,4.49,0.48,murders,0
Lowellcity,MA,103439,7247.1,2.79,29351,14.28,17.99,10.68,2.95,murders,6
LaPortecity,TX,27910,1397.2,3.05,41733,9.89,8.82,5.22,0.05,murders,1
Victoriacity,TX,55076,1765,2.78,25576,12.58,18.88,6.83,0.1,murders,4
Yarmouthtown,MA,21174,842.7,2.21,27222,31.07,9.5,7.93,0.84,murders,0
Soloncity,OH,18548,877,2.93,54005,15.98,2.48,2.32,0.66,murders,0
Camdencity,NJ,87492,9575.4,3.29,17386,12.29,36.56,16.3,18.34,murders,42
Cranberrytownship,PA,14816,627.3,2.85,41006,12.32,2.54,4.56,0.53,murders,0
ElMontecity,CA,106209,10789.2,4.06,28034,10.32,22.51,9.4,6.47,murders,19
Austincity,TX,465622,2063.8,2.42,25414,10.26,17.93,6.32,5.04,murders,37
OldBridgetownship,NJ,56475,1434,2.83,47482,14.19,3.47,4.49,13.8,murders,1
Snydercity,TX,12195,1504.8,2.77,23497,14.12,18.61,7.89,0.28,murders,0
LincolnParkborough,NJ,10978,1574.9,2.84,53781,12.41,1.6,3.8,5.33,murders,0
Englewoodcity,OH,11432,2129.8,2.54,37087,21.43,3.14,3.15,1.83,murders,0
Norwalkcity,CA,94279,9323.5,3.58,38124,13.33,9.29,6.64,2.29,murders,6
Hamburgtownship,MI,13083,389.8,2.95,48481,14.23,3.23,3.55,0.23,murders,0
ThousandOakscity,CA,104352,2032.4,2.86,56856,13.71,4.22,3.95,0.31,murders,3
SanJosecity,CA,782248,4408.8,3.13,46206,11.92,9.31,5.54,3.58,murders,41
Folsomcity,CA,29802,1342.4,3.4,46726,18.57,5.17,4.16,1.59,murders,0
Tredyffrintownship,PA,28028,1363.7,2.45,61144,14.61,1.8,2.32,10.24,murders,0
Maywoodcity,CA,27850,23054.6,4.29,25567,9.21,21.26,12.22,8.67,murders,6
Webstertown,MA,16196,1251.6,2.48,30067,13.48,9.27,6.53,0.16,murders,0
Tiffincity,OH,18604,2950.2,2.65,24215,20.35,10.69,6.44,0.28,murders,1
Hanovertownship,NJ,11538,1044.2,3.04,60688,19.65,1.23,2.97,1.1,murders,0
Hanfordcity,CA,30897,2583.4,2.85,26629,15.18,15.65,9.04,0.25,murders,1
MillValleycity,CA,13038,2693.8,2.19,55748,16.3,3.28,2.76,13.1,murders,0
SugarLandcity,TX,24529,1929.6,3.03,56571,9.86,2.5,4.08,1.39,murders,0
Portlandcity,TX,12224,2007.9,2.97,37952,12.51,7.03,5.29,0.23,murders,2
Fallstownship,PA,34997,1516.5,2.79,40287,19.82,4.28,4.5,2.85,murders,0
Peterstownship,PA,14467,712.7,2.93,53045,15.09,2.51,3.39,4.98,murders,0
Ridgewoodvillage,NJ,24152,4033.9,2.89,75221,15.89,2.1,3.11,14.09,murders,0
Enniscity,TX,13883,804.2,3,25679,11.95,16.54,6.75,0,murders,5
HarperWoodscity,MI,14903,5560.8,2.27,33098,29.97,4.42,4.24,1.75,murders,0
MontereyParkcity,CA,60738,7676.7,3.11,32605,12.88,16.42,6.15,4.88,murders,6
Downeycity,CA,91444,7097.5,2.77,36991,15.61,8.05,5.43,1.8,murders,3
Wakefieldtown,MA,24825,3208.9,2.67,43960,16.68,4.16,6.39,7.37,murders,0
Waynecity,MI,19899,3191,2.79,31250,17.82,9.58,7.4,0.48,murders,1
Weymouthtown,MA,54063,3067.4,2.6,41586,18.88,4.13,5.56,7.22,murders,1
Portagecity,MI,41042,1230.1,2.65,39045,14.1,4.21,3.99,0.3,murders,0
Terrellcity,TX,12490,683.3,3,21633,15.56,23.22,10.18,0.22,murders,3
Kerrvillecity,TX,17384,1081.1,2.44,22186,23.95,15.11,6.59,0.26,murders,0
Barnegattownship,NJ,12235,351.2,2.94,36469,20.43,5.43,5.46,3.12,murders,0
Cloviscity,CA,50323,3393.8,2.76,31699,11.27,10.34,5.79,0.95,murders,2
Owossocity,MI,16322,3241.1,2.52,23220,16.52,15.71,12.21,0,murders,0
Mundytownship,MI,11511,311.3,2.75,43937,21.45,3.77,5.94,0.16,murders,0
Columbuscity,OH,632270,3224.5,2.46,26630,13.56,17.26,5.91,4.72,murders,105
Haverhillcity,MA,51418,1489.1,2.63,36945,14.7,8.83,7.13,2.57,murders,0
Commercecity,CA,12135,1793,3.73,27415,13.66,17.53,11.48,6.23,murders,1
Alpenacity,MI,11354,1289.1,2.41,20472,21.74,13.45,9.29,1.07,murders,0
Oxnardcity,CA,142216,5616.7,3.62,37174,17.99,12.52,6.71,1.07,murders,16
Bellefontainecity,OH,12142,1918.9,2.55,25221,13.81,13.44,7.89,0.21,murders,0
DanaPointcity,CA,31896,4630.7,2.51,54516,12.79,7.17,3.82,2.7,murders,2
Danverstown,MA,24174,1756.9,2.74,43759,16.79,4.59,5.29,1.57,murders,0
ClevelandHeightscity,OH,54052,6420.1,2.57,36043,13.68,8.46,4.81,6.98,murders,0
Cambridgecity,MA,95802,14370.9,2.43,33140,10.2,10.7,5.15,24.42,murders,2
NorthHuntingdontownship,PA,28158,991,2.76,32066,24.65,5.32,6.27,1.13,murders,0
Athenscity,OH,21265,3029,3.67,14350,11.39,44.66,8.54,0.86,murders,1
Hilltowntownship,PA,10582,379.5,2.97,44717,13.82,3.11,1.98,0.49,murders,0
ElCerritocity,CA,22869,6069.3,2.3,39538,26.54,5.17,3.64,18.7,murders,1
McAllencity,TX,84021,2501.5,3.37,22068,9.36,32.75,10.26,0.55,murders,8
Ringwoodborough,NJ,12623,487.8,3.19,60026,13.58,1.74,5.57,3.29,murders,0
NewBraunfelscity,TX,27334,1037.3,2.73,26409,17.51,14.93,5.93,0,murders,1
YorbaLindacity,CA,52422,2889.9,3.13,67892,11.87,1.9,2.72,0.41,murders,0
Bloomfieldtownship,NJ,45061,8173.9,2.44,39822,19.61,5.72,5.57,9.85,murders,0
Secaucustown,NJ,14061,2304.9,2.61,51814,17.38,5.18,3.87,13.85,murders,0
Comptoncity,CA,90454,8588.5,4.05,24971,13.91,27.5,14.33,6.38,murders,62
Trentoncity,MI,20586,2721.6,2.62,41129,25.34,4.21,4.54,0.66,murders,0
Cinnaminsontownship,NJ,14583,1851.6,3.06,51129,21.94,2.34,4.1,3.04,murders,1
Lakewoodcity,CA,73557,7558.3,2.82,44700,19.41,4.87,4.33,1.23,murders,3
GrossePointeFarmscity,MI,10092,3609.4,2.63,66844,21.2,1.33,2.86,2.57,murders,0
Altoonacity,PA,51881,5131,2.51,20695,15.9,18.03,8.18,1.87,murders,0
Atascaderocity,CA,23138,884.5,2.73,35140,17.81,7.84,4.02,0.21,murders,0
MountClemenscity,MI,18405,4217.5,2.53,25716,19.46,11.85,8.95,1.53,murders,1
Burlesoncity,TX,16113,926,2.9,33628,11.26,6.62,6.25,0,murders,1
Lawrencetownship,NJ,25787,1124,2.83,51035,16.66,3.72,3.01,5.43,murders,1
Readingtown,MA,22539,2191.9,2.84,52783,19.04,2.1,5.21,4.79,murders,0
Brigantinecity,NJ,11354,1705,2.35,35989,18.48,6.99,4.35,6.62,murders,0
Dracuttown,MA,25594,1182,2.85,45165,15.13,3.26,8.24,1.17,murders,0
Brenhamcity,TX,11952,1560.3,2.76,21946,13.9,17.24,4.7,0.19,murders,0
Pinolecity,CA,17460,3274.6,2.79,45820,19.05,3.69,4.48,5.53,murders,0
HighlandParkborough,NJ,13279,6974.3,2.3,39603,11.54,5.83,5.21,8.67,murders,0
Cleburnecity,TX,22205,1102.1,2.72,26037,11.95,14.9,8.64,0.29,murders,3
HermosaBeachcity,CA,18219,12277,1.99,54497,7.48,5.55,1.87,1.05,murders,1
Grandvillecity,MI,15624,2002.1,2.77,36906,15.27,3.67,3.4,0.17,murders,2
Strongsvillecity,OH,35308,1382.8,2.87,50916,12.92,2.3,3.59,2.9,murders,0
Ipswichtown,MA,11873,351.4,2.54,42386,16.51,5.29,6.32,4.47,murders,0
Lansingcity,MI,122700,3608.4,2.51,26339,15.42,19.56,8.43,2.92,murders,14
Randolphtown,MA,30093,2883.6,2.76,43244,14.74,4.88,6.41,5.72,murders,0
PortArthurcity,TX,58724,734.1,2.63,18548,17.38,28.12,12.78,1.07,murders,8
Conneautcity,OH,13241,484.7,2.6,21144,20.92,19.15,10.91,0.65,murders,1
Ridgecrestcity,CA,27725,1288.6,2.68,39087,18,7.18,4.84,0.35,murders,3
Pharrcity,TX,32921,2013.3,3.8,15605,11.79,44.47,16.97,0.39,murders,2
Riverviewcity,MI,13894,3041.6,2.74,39735,18.44,6.68,5.73,0.86,murders,1
SantaMariacity,CA,61284,3441.4,3.08,29492,18.57,16.82,7.78,0.44,murders,1
Sylvaniatownship,OH,39983,1356.3,2.77,47335,15.2,3.66,4.07,1.23,murders,1
GroverCitycity,CA,11656,4832.5,2.59,28266,17.26,12.68,5.63,0.75,murders,0
Delrantownship,NJ,13178,1915.4,3.02,46573,14.86,1.88,4.38,3.24,murders,1
Jacksoncity,MI,37446,3271,2.54,20830,17.39,24.71,11.02,2.02,murders,5
Whittiercity,CA,77671,5983.9,2.81,38020,17.02,7.75,4.84,2.26,murders,5
Medfieldtown,MA,10531,700.5,3.07,66084,13.87,1.67,4.2,5.25,murders,0
MuskegonHeightscity,MI,13176,4012.2,2.68,13778,16.23,35.13,18.28,1.39,murders,1
Auburncity,CA,10592,1679.1,2.31,32708,22.32,8.21,4.14,0.29,murders,0
Irvinecity,CA,110330,2516.4,2.74,56307,7.47,6.44,3.32,0.61,murders,1
PerthAmboycity,NJ,41967,8476.8,2.95,28377,15.17,15.19,10.91,4.99,murders,1
SimiValleycity,CA,100217,2928.3,3.13,53967,10.58,3.56,4.11,0.46,murders,0
Pittsfieldcity,MA,48622,1152.3,2.44,29987,22,9.74,7.56,3.13,murders,0
MountHollytownship,NJ,10639,3565.8,2.91,33527,25.11,13.81,6.97,2.79,murders,2
Hillsidetownship,NJ,21044,7547,2.96,41187,14.05,5.98,6.38,8.35,murders,0
Sylvaniacity,OH,17301,2890.2,2.74,46353,14.36,3.65,4.44,1.06,murders,0
NorthArlingtonborough,NJ,13790,5152.4,2.44,39433,25.83,3.43,4.71,8.46,murders,0
Kearnytown,NJ,34874,3681.5,2.8,37840,16.73,6.06,6.22,10,murders,1
Summitcity,NJ,19757,3150.4,2.57,66464,16.25,2.62,3.06,15.49,murders,0
Gloucestertownship,NJ,53797,2234,2.9,41224,13.61,3.35,5.21,6.4,murders,1
Bryancity,TX,55002,1625.5,2.66,22577,11.37,22.01,5.78,0.91,murders,2
LaCanadaFlintridgecity,CA,19378,2157.9,2.89,78965,16.83,2.85,2.83,0.22,murders,0
Maplewoodtownship,NJ,21652,5423.3,2.73,57568,17.07,3.21,3.45,17.63,murders,1
Graftontown,MA,13035,553.2,2.72,42310,16.47,4.99,6.26,0.28,murders,0
Belmonttown,MA,24720,5125.2,2.56,53488,18.6,3.64,3.87,13.26,murders,0
Fairborncity,OH,31300,2702.3,2.47,27558,23.04,15.39,6.4,0.21,murders,1
Southfieldcity,MI,75728,2786.6,2.36,40579,15.33,5.83,5.77,0.74,murders,3
Hesperiacity,CA,50418,1007.4,3.05,30795,18.98,12.49,9.21,0.15,murders,9
Readingcity,OH,12038,3978.2,2.47,29647,19.13,6.04,4.9,1.23,murders,0
LaHabracity,CA,51266,6759.8,2.83,39967,15.66,8.03,5.51,1.75,murders,4
Oaklandborough,NJ,11997,1345.8,3.07,63384,13.16,1.53,2.99,4.71,murders,0
Portervillecity,CA,29563,2538.9,3.08,22168,15.93,26.82,12.79,0.31,murders,4
Pasadenacity,CA,131591,5524.4,2.62,35103,11.6,14.92,6.3,5.5,murders,27
NewCastlecity,PA,28334,3206.2,2.49,17103,21.82,19.69,10.36,2.25,murders,3
WestManchestertownship,PA,14369,691.2,2.47,32124,21.17,4.02,3.26,0.85,murders,0
BeaverFallscity,PA,10687,4859.5,2.53,14423,22.98,26.75,12.86,2.1,murders,2
Westboroughtown,MA,14133,664.7,2.62,44044,14.38,3.45,4.41,0.76,murders,0
Bridgeporttownship,MI,12747,355.3,2.82,32083,19.16,13.7,8.32,0.48,murders,0
Woodhavencity,MI,11631,1734.9,2.93,47513,12.31,3.61,5.09,0.76,murders,0
SouthSanFranciscodivision,CA,280039,4522.6,2.82,43088,16.49,5.85,4.43,11.51,murders,2
Maynardtown,MA,10325,1902.6,2.55,43253,15.9,5.57,5.92,1.47,murders,0
Taylorcity,MI,70811,2894.5,2.85,32659,15.91,11.92,8.88,0.69,murders,4
Irvingcity,TX,155037,2213,2.45,31767,7.89,10.55,5.24,1.5,murders,8
NewPhiladelphiacity,OH,15698,2223.9,2.39,22405,20.3,12.51,8.37,0.29,murders,0
Jacksontownship,OH,25265,661.4,2.7,34670,18.91,7.4,3.68,1.69,murders,2
CedarGrovetownship,NJ,12053,2756.1,2.9,55464,21.35,3,3.13,6.25,murders,0
AtlanticCitycity,NJ,37986,3230.5,2.41,20309,14.35,24.97,9.63,25.65,murders,10
Tustincity,CA,50689,4333.9,2.77,38433,10.19,6.85,4.48,2.3,murders,2
Atwatercity,CA,22282,4169.5,3.1,26701,19.98,12.58,7.84,0.39,murders,3
Lansdowneborough,PA,11712,9600,2.38,35795,20.27,3.39,3.84,15.85,murders,0
EastLampetertownship,PA,11999,580.7,2.6,34720,14.93,4.98,2.34,1.03,murders,0
BayCitycity,MI,38936,3613.2,2.5,21380,20.04,18.06,13.52,1.55,murders,0
NationalCitycity,CA,54249,6919.5,3.67,22129,16.71,21.34,8.18,6.02,murders,7
Livermorecity,CA,56741,2789.6,2.75,49149,15.13,5.18,4.19,1.55,murders,1
Franklincity,OH,11026,1306.8,2.71,25569,17.39,16.4,8.17,0.2,murders,0
Somersettown,MA,17655,2100.6,2.75,36418,24.36,3.49,6.26,0.39,murders,0
Hemetcity,CA,36094,1982.8,2.07,20382,32.73,14.05,9.76,0.29,murders,1
RiverRougecity,MI,11314,4093.3,2.65,17500,18.67,28.51,17.07,3.88,murders,2
Atholtown,MA,11451,339.3,2.61,27095,21.16,11.67,10.77,0.32,murders,1
Jacksontownship,NJ,33233,320.6,2.99,44690,13.8,3.76,5.68,3.61,murders,0
HarkerHeightscity,TX,12841,1084.5,2.77,26470,16.58,11.21,4.37,0.24,murders,2
Belmontcity,CA,24127,5142.2,2.39,50859,14.08,4.71,3.41,4.68,murders,0
Waynetownship,NJ,47025,1905.3,2.98,59290,14.92,2.28,3.91,4.11,murders,1
Fairfieldcity,CA,77211,2078.7,3.04,36886,20.18,7.42,6.11,1.5,murders,10
Stowcity,OH,27702,1560.3,2.75,39638,16.42,3.06,3.14,0.93,murders,0
Hackensackcity,NJ,37049,8684.7,2.25,38976,10.97,6.97,5.79,14.4,murders,4
Pearlandcity,TX,18697,916.2,2.84,42565,9.82,4.74,3.13,0.65,murders,0
Montgomerytownship,PA,12179,1102.3,2.66,52193,18.61,1.08,2.8,2.65,murders,1
Fresnocity,CA,354202,3448.5,2.91,24923,13.2,24.04,8.52,2.17,murders,87
Brownsvillecity,TX,98962,3423.3,3.76,15890,8.51,43.86,15.3,2.4,murders,17
SulphurSpringscity,TX,14062,777.6,2.57,20298,14.09,18.84,7.88,0.28,murders,1
Fullertoncity,CA,114144,4980.1,2.79,41921,14.74,9.81,4.66,2.35,murders,2
Allentowncity,PA,105090,5726.9,2.46,25983,19.62,12.86,6.26,3.47,murders,6
PointPleasantborough,NJ,18177,4963.7,2.59,40798,19.66,3.14,4.48,1.73,murders,1
Warrentownship,NJ,10830,531.1,3.06,72369,14.89,0.73,4.11,2.49,murders,0
Walnutcity,CA,29105,3170.5,3.71,64333,6.72,4.09,4.28,1.61,murders,2
Dennistown,MA,13864,649.2,2.24,27900,32.04,10.56,8.65,1.22,murders,0
NorthCantoncity,OH,14748,2579.2,2.34,32369,21.14,5.14,4.13,0.32,murders,0
Peabodycity,MA,47039,2768.9,2.68,39800,17.38,4.6,5.31,1.66,murders,0
Benbrookcity,TX,19564,1662.5,2.49,45303,19.69,4.18,3.59,0.05,murders,1
Brownwoodcity,TX,18387,1510.6,2.64,17826,13.4,23.79,9.51,0.61,murders,0
Lebanoncity,PA,24800,5712.2,2.37,21619,19.34,14.61,4.84,1.16,murders,6
SouthHoustoncity,TX,14207,4530.3,3.3,23485,9.37,21.39,8.2,1.21,murders,0
Kingsvillecity,TX,25276,1919.5,2.96,22053,15.37,27.26,10.29,0.07,murders,4
Kentwoodcity,MI,37826,1735.5,2.48,34324,11.15,4.98,3.43,0.47,murders,1
Butlercity,PA,15714,5624.2,2.28,17391,19.65,23.2,7.39,0.73,murders,1
Laceytownship,NJ,22141,254.4,2.78,37397,23.92,4.29,6.1,1.19,murders,0
Sharonvillecity,OH,11312,1185.6,2.39,36332,16.87,5.23,2.27,0.7,murders,0
Greenvillecity,OH,12863,2539.7,2.45,23044,19.87,10.98,7.03,0.29,murders,0
Wickliffecity,OH,14558,3020.3,2.63,32964,26.95,4.18,4.41,1.13,murders,0
Haverfordtownship,PA,49848,4805.5,2.81,48210,20.32,3.18,2.81,8.94,murders,1
LongBranchcity,NJ,28658,5303.9,2.48,30693,13.19,14.72,8.57,6.04,murders,2
Humblecity,TX,12060,1180,2.55,27483,8.21,8.56,5.16,1.11,murders,2
RoyalOakcity,MI,65410,5340.5,2.31,36835,18.81,4.56,4.36,0.74,murders,1
WestPatersonborough,NJ,10982,3578.6,2.58,44933,16.67,3.86,4.19,3.19,murders,0
Needhamtown,MA,27557,2108.6,2.71,60357,17.92,3.29,4.35,10.51,murders,0
Jacksonvillecity,TX,12765,975,2.75,17552,11.28,26.71,8.82,0,murders,4
Limacity,OH,45549,3469.8,2.79,21061,19.46,21.57,12.83,1.36,murders,6
Bucyruscity,OH,13496,2124.4,2.49,22023,19.65,15.52,9.53,0,murders,0
Dovertown,NJ,15115,5435.5,2.93,38822,17.6,7.64,7.19,3.45,murders,0
Ashlandcity,OH,20079,2044,2.63,24536,19.12,12.13,6.47,0.16,murders,0
Mantuatownship,NJ,10074,611.6,2.91,42841,19.07,3.2,3.2,2.01,murders,1
MountPleasantcity,TX,12291,1191.5,2.85,20743,12.36,24.64,4.15,0,murders,3
MorganHillcity,CA,23928,2207.4,3.06,53480,11.14,4.51,3.7,2.4,murders,1
AppleValleytown,CA,46079,661.8,2.96,34050,19.92,10.67,7.89,0.32,murders,7
Eveshamtownship,NJ,35309,1153.7,2.81,51676,10.78,2.24,2.47,5.46,murders,0
Masoncity,OH,11452,904.6,2.75,39738,15.86,2.66,2.84,0.19,murders,0
Haddonfieldborough,NJ,11628,3969.1,2.59,56585,21.57,2.8,1.78,13.45,murders,0
Cincinnaticity,OH,364040,4550.3,2.36,21006,14.48,24.34,7.84,11.26,murders,39
Bridgewatertown,MA,21249,746.1,3.57,41933,15.9,4.74,6.22,1.5,murders,0
Kalamazootownship,MI,20976,1721,2.4,28070,16.91,11.91,5.34,0.57,murders,1
Belchertowntown,MA,10579,193.6,2.77,38868,16.54,9.32,3.76,1.24,murders,0
Corcorancity,CA,13364,2277.4,5.28,21558,12.41,24.15,12.35,0.38,murders,2
RoselleParkborough,NJ,12805,10108.1,2.53,43365,17.24,3.34,5.37,6.71,murders,0
Bedfordtown,MA,12996,912.9,2.9,57561,17.95,1.72,2.78,2.18,murders,0
Uvaldecity,TX,14729,2578.6,3.15,17103,12.78,33.49,13.57,0.31,murders,0
CathedralCitycity,CA,30085,1535.3,2.76,30908,15.27,13.56,6.24,2.92,murders,8
Lowertownship,NJ,20820,712.1,2.48,26668,25.58,8.82,7.71,1.62,murders,0
Morristowntown,NJ,16189,5316.9,2.41,42748,12.49,7.27,5.03,5.88,murders,0
Chillicothecity,OH,21923,2685.2,2.42,22458,21.42,19.84,10.65,0.88,murders,0
Waterfordtownship,NJ,10940,291.8,3.17,43673,11.28,2.78,3.36,5.24,murders,0
Chelmsfordtown,MA,32383,1379.8,2.83,53971,15.92,2.55,5.31,1.3,murders,0
Lubbockcity,TX,186206,1726.3,2.69,24130,10.52,19.56,6.56,0.89,murders,17
Vinelandcity,NJ,54780,769.8,2.92,30733,14.24,10.91,7.2,1.83,murders,4
Dovertownship,NJ,76371,1793.5,2.79,40704,20.75,4.92,5.01,1.24,murders,1
Novatocity,CA,47585,1665.7,2.61,45890,17.16,4.18,2.92,7.9,murders,0
Delhitownship,OH,30250,2907.8,3.12,41726,17.68,3.6,2.94,3.15,murders,0
Cerritoscity,CA,53240,5965.9,3.54,59076,10.19,3.95,3.67,0.94,murders,5
Hillsboroughtownship,NJ,28808,508.5,2.86,59069,10.2,1.33,3.46,3.13,murders,0
CliffsideParkborough,NJ,20393,20417.5,2.32,40600,15.66,4.63,5.86,20.74,murders,0
DearbornHeightscity,MI,60838,5013,2.6,36771,26.58,5.5,5.89,0.72,murders,2
Piedmontcity,CA,10602,6079.1,2.82,84498,17.48,1.8,1.61,9.17,murders,0
Longmeadowtown,MA,15467,1655,2.89,63203,17.94,2.25,3.51,0.26,murders,0
Oaklandcity,CA,372242,6409.1,2.58,27095,14.54,18.82,9.38,18.71,murders,154
FairLawnborough,NJ,30548,5702.7,2.66,49658,19.93,2.94,3.76,10.35,murders,0
LowerPaxtontownship,PA,39162,1344.3,2.44,37783,19.16,2.8,2.06,1.39,murders,1
FarmersBranchcity,TX,24250,1950,2.76,38037,14.43,6.71,5.39,1.79,murders,1
Montvilletownship,NJ,15600,798.4,3.19,74825,15.54,0.79,4.7,3.62,murders,1
Towamencintownship,PA,14167,1409.7,2.72,48547,12.86,2.75,2.64,1.81,murders,0
Shelbytownship,MI,48655,1352.1,2.89,47930,15.23,2.81,5.15,0.18,murders,1
SouthHadleytown,MA,16685,909.6,2.84,38694,24.02,4.39,3.37,0.9,murders,0
Mercedescity,TX,12694,1656.3,3.53,12908,10.37,48.82,17.42,0,murders,1
CedarHillcity,TX,19976,573.3,3.04,41457,7.16,3.72,3.61,1.02,murders,1
TexasCitycity,TX,40822,634.4,2.7,26144,16.27,16.76,8.15,0.09,murders,4
WestCovinacity,CA,96086,5724.9,3.19,42481,14.11,7.71,4.96,3.13,murders,5
Pleasantoncity,CA,50553,3009.8,2.73,59458,11.76,2.41,3.06,1.65,murders,0
EastGrandRapidscity,MI,10807,3564.3,2.86,60355,12.85,2.56,2.1,0.9,murders,0
Norwalkcity,OH,14731,1787,2.6,25587,17.28,10.3,7.78,0.11,murders,0
Hamiltoncity,OH,61368,2966.4,2.56,22886,18.67,16.84,7.94,1.53,murders,6
Harwichtown,MA,10275,471.5,2.28,28259,31.37,5.57,8.97,0.45,murders,0
MenloParkcity,CA,28040,2689.9,2.37,50468,15.74,6.47,3.23,3.66,murders,2
Kilgorecity,TX,11066,895.6,2.54,24644,17,13.89,7.02,0,murders,1
Glassboroborough,NJ,15614,1635.9,3.11,34218,19.59,14.31,8.11,2.53,murders,0
SanJuancity,TX,10815,2846.1,3.88,14292,6.24,38.95,13.29,1.47,murders,1
Swampscotttown,MA,13650,4320.7,2.59,50191,17.76,3.87,4.36,9.65,murders,0
LosGatostown,CA,27357,2544.4,2.43,57815,13.72,4.65,2.92,1.27,murders,0
Denisoncity,TX,21505,940.1,2.47,21949,14.36,15.37,7.26,0,murders,2
Bakersfieldcity,CA,174820,1837.3,2.8,32154,12.66,15,7.1,1.24,murders,27
Newarkcity,NJ,275221,11153.6,3.01,21650,10.53,26.34,14.71,24.89,murders,96
EastOrangecity,NJ,73552,18091.3,2.7,26810,12.17,17.71,11.76,25.57,murders,15
Baytowncity,TX,63850,1969.2,2.85,30151,13.39,16.08,7.87,0.17,murders,10
Metuchenborough,NJ,12804,4511,2.59,53226,18.08,2.9,3.14,11.91,murders,0
Kentcity,OH,28835,3194.9,3.27,21463,13.52,27.49,6.9,3.15,murders,0
Cypresscity,CA,42655,6221.6,2.99,50981,15.41,4.46,4.48,0.58,murders,1
Westfieldcity,MA,38372,795,2.78,33498,18.47,8,5.15,1.16,murders,0
Cadillaccity,MI,10104,1458.4,2.53,21170,20.12,15.52,12.11,0.21,murders,1
Arlingtontown,MA,44630,8311,2.37,43309,19.16,4.63,4.47,16.77,murders,1
PaloAltocity,CA,55900,2278.3,2.31,55333,16.09,4.65,2.4,2.64,murders,0
Spartatownship,NJ,15157,391.2,2.92,63032,14.69,1.9,3.85,3.11,murders,0
DeerParkcity,TX,27652,2574.7,3.13,46199,10.43,5.17,5.29,0.05,murders,0
Newberrytownship,PA,12003,380.8,2.77,35005,13.44,2.7,2.96,0.06,murders,0
SouthElMontecity,CA,20850,6959.3,4.37,27074,9.78,21.19,11.49,4.9,murders,4
Stephenvillecity,TX,13502,1605.9,2.45,18346,16.68,22.14,7.18,0,murders,0
Cudahycity,CA,22817,20014.9,4.34,22279,6.34,27.54,10.24,8.95,murders,3
Lincolntownship,MI,13604,732.3,2.6,37771,14.84,3.48,3.6,0,murders,0
Albanycity,CA,16327,9255.7,2.27,34836,14.16,9.59,2.96,17.5,murders,1
Ewingtownship,NJ,34185,2151.6,2.82,43191,23.96,3.31,3.82,2.36,murders,2
LaMiradacity,CA,40452,4974.4,3.18,47143,20.19,3.89,4.57,0.77,murders,2
Swataratownship,PA,19661,1435.5,2.58,33817,23.75,6.6,3.75,2.48,murders,0
